price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_living15,sqft_lot15,age
293000,4,2.5,3250,235063,1,0,1,0,1,3250,1600,44287,48
445000,3,3,1970,24318,1,0,0,0,1,1970,2150,14695,11
280000,4,1.5,1940,6386,1,0,0,0,0,1140,1340,6165,67
520000,3,2.25,1850,10855,1,0,0,0,1,1370,1850,8209,36
780000,4,3.25,3900,40962,2,0,0,0,1,3900,1730,11775,30
625000,3,1.75,3160,76230,1,0,0,1,1,2160,1990,45789,43
239950,3,1.75,1440,7200,1,0,0,0,0,1440,1640,9167,35
335000,3,1.5,2040,6000,1,0,0,0,0,1340,1190,6000,64
612000,3,2.5,2120,7401,2,0,0,0,1,2120,2010,7972,32
200000,2,1,830,8000,1,0,0,0,1,830,1300,8000,67
345000,3,1.75,3140,8571,1,0,0,1,1,1670,2590,7949,36
520000,4,2.5,2410,6440,1,0,0,0,1,1550,2330,6938,47
855000,4,2.25,2190,4080,2,0,0,0,1,1800,2100,4080,103
567500,4,1.75,2190,5060,1,0,0,0,0,1190,1510,4600,71
208000,3,1.5,1210,7247,1,0,0,1,0,1210,1370,7869,54
452000,3,1.75,1880,16239,1,0,0,0,0,880,1260,7528,99
555000,3,3,2410,12183,2,0,0,0,1,2410,2540,9979,33
519000,5,2.75,2620,8861,1,0,0,1,1,1350,1940,10800,42
474950,3,2.25,1850,2575,2,0,0,0,1,1850,1080,4120,8
419000,3,2.25,1760,16418,1,0,0,0,0,1190,2260,20747,31
390000,2,1,860,1800,1,0,0,0,0,860,2160,3120,112
539000,7,2.25,2620,6890,2,0,0,1,0,2620,2070,7910,60
569000,4,1.75,2400,21196,1,0,0,1,1,1590,2200,19134,65
611000,3,1,1850,5000,1.5,0,0,0,0,1850,1850,5000,99
760000,3,2.5,4040,147856,2,0,0,0,1,4040,3000,125452,17
732000,3,2,1940,55756,1,0,0,1,1,1940,2330,10018,67
1680000,3,2.5,3490,8343,2,1,1,1,1,2150,2990,13104,30
919950,5,2.75,3170,7062,2,0,0,0,1,3170,3210,6891,7
400000,4,2.5,2530,7563,1,0,0,0,0,1440,1960,7811,43
785000,4,2.5,3230,21781,2,0,0,0,1,3230,3230,21780,28
835000,3,2.25,2120,54014,2,0,0,1,1,2120,3280,50690,57
640500,2,1.75,1640,6750,1,0,0,1,1,1340,1760,7490,82
310000,4,2.5,2130,9013,2,0,0,0,1,2130,2350,8982,33
355000,4,1,1440,7215,1.5,0,0,0,0,1440,1150,7215,52
685000,3,1.75,1940,7313,1,0,1,1,1,1440,2160,7200,61
202500,3,1,1120,8576,1,0,0,0,1,1120,1050,8812,78
540000,3,2.5,2400,5817,2,0,0,0,1,2400,2420,5817,23
295000,4,2.5,1810,4871,2,0,0,0,1,1810,1850,5003,22
518000,3,1,1270,6612,1.5,0,1,0,0,1270,2100,7680,94
250000,2,1.75,1350,4023,1,0,0,0,0,1350,1370,3570,16
330000,2,2,1550,435600,1.5,0,0,0,0,1550,1600,217800,49
481000,2,1,1620,3880,1,0,0,1,0,920,1330,3880,97
898000,3,2.25,2650,12845,1,0,1,0,1,1770,2650,12902,44
570000,5,1.75,2510,9750,1.5,0,0,0,1,2510,1900,9750,52
475000,4,2.5,2040,16200,2,0,0,0,1,2040,2530,15389,24
265000,3,2.5,1660,5250,2,0,0,1,1,1660,1630,5505,33
380000,3,2.5,1980,17342,2,1,1,0,1,1580,2060,17313,37
790000,4,2.5,2690,8036,2,0,0,1,1,2690,2420,8087,34
620000,2,2.25,2910,6110,2,0,1,1,1,2910,2090,5763,36
709050,4,3.5,2720,9000,2,0,0,0,1,2670,1960,7772,24
296500,3,1,1280,5100,1,0,0,0,0,1280,1380,7140,73
475000,3,2.5,2160,35912,2,0,0,0,1,2160,2230,35244,39
440000,3,2.25,1760,10835,1,0,0,1,1,1290,2050,10488,45
405000,2,1,800,6016,1,0,0,0,1,800,1470,3734,79
269500,2,1,930,4000,1,0,0,0,1,730,1100,5000,78
520000,5,1.75,2040,5280,1,0,0,1,0,1020,1720,7344,60
229500,1,1,1180,22000,1,0,1,0,1,1180,1890,11761,73
335000,4,1.75,2000,10890,1,0,0,1,0,1390,1520,9250,60
680000,4,2.75,3310,50951,2,0,0,0,1,3310,3230,39340,23
1390000,4,3.5,3130,3900,2,0,0,0,1,2550,1830,3900,13
740000,4,2.5,2300,9900,1,0,1,0,1,1600,2510,7500,60
270000,3,2.25,2140,9990,1,0,0,1,1,2140,2060,9990,59
510000,4,2,2210,5572,1.5,0,1,0,0,1760,1760,4713,110
300000,2,1,970,13700,1,0,0,0,1,970,1570,10880,72
1300000,5,2.25,2690,10800,1,0,1,1,1,2020,3380,9134,65
675000,4,2,1890,5188,1.5,0,0,1,0,1670,1800,4848,81
925850,6,3.25,3140,14923,2,0,0,0,1,3140,2980,10758,30
255500,2,1,1440,43560,1,0,0,1,0,1150,1870,56628,56
450000,3,2.5,2910,17172,2,0,0,0,1,2910,2910,20048,32
280000,3,1,1310,22652,1,0,0,0,0,1310,1600,103672,53
245000,4,2.25,2140,8800,2,0,0,1,0,2140,2060,9790,58
344950,3,1,1090,6712,1,0,0,1,0,1090,1440,7350,49
381000,3,1.75,1330,7216,1,0,0,0,0,1330,1500,8000,52
1950000,4,4,4690,6900,2,0,0,0,1,3480,2800,11240,20
1500000,3,1.5,1910,21374,1,0,0,0,1,1910,2850,16167,66
232603,3,1.75,1750,11461,2,0,0,1,0,1750,2140,11276,45
220000,5,2.5,1760,10200,1.5,0,0,0,1,1760,1370,7620,96
600000,4,1.75,1810,7700,1,0,0,1,1,1390,2080,7700,44
239000,3,2.5,1360,5754,2,0,0,0,0,1360,1360,7050,27
400000,3,1.75,1730,9211,1,0,0,0,1,1730,1440,9211,60
2180000,6,2.75,4710,11000,2,0,1,0,1,3690,2950,5300,90
350000,3,1,1010,8551,1,0,0,1,0,1010,1310,8504,68
562000,3,2.5,2400,97138,2,0,0,1,1,2400,2230,54450,38
380000,3,1.5,1540,8400,1,0,0,1,0,1540,1690,7689,53
511200,4,1.75,1480,7875,1,0,0,0,0,740,1680,5851,94
680000,4,2.5,2520,5000,2,0,0,0,1,2520,2910,5001,17
350000,3,3.25,1210,941,2,0,0,0,1,1000,1650,1493,19
410000,5,2.5,2670,184140,1,0,0,0,1,1410,1860,35719,41
1050000,4,2.5,3030,12590,1.5,0,0,1,1,3030,2980,11635,33
391265,3,2,1440,3900,1,0,0,0,1,1440,1350,3900,19
1410000,4,2.25,3250,16684,2,0,0,0,1,3250,2890,16927,42
575000,3,2,1750,5750,1,0,1,1,0,870,1750,5750,65
316000,4,1.5,2120,46173,2,0,0,0,0,2120,2000,46173,47
165000,3,1,1050,5156,1.5,0,0,0,0,1050,1050,5502,102
850000,3,2.25,1950,3600,1.5,0,0,1,1,1430,1950,3600,110
210000,3,1,1020,6000,1,0,0,0,0,1020,2070,7200,121
325000,4,2.5,1820,9161,1,0,0,1,0,1220,1860,7650,46
682000,4,2.5,2390,53941,2,0,0,0,1,2390,2610,104108,32
430000,3,2.5,1400,7508,2,0,0,1,0,1400,1710,7700,34
325500,3,1.5,1540,8110,1,0,0,1,0,1190,1290,8110,62
385000,3,1.75,2370,6360,1,0,1,0,0,1280,1990,6360,67
435000,1,1,670,1800,1,0,0,1,1,670,1330,3360,116
550000,4,1,2420,15520,2,0,0,1,0,2420,1630,9965,76
400000,3,1,1000,7800,1,0,0,1,1,860,1700,7800,91
503000,4,2.75,2100,7350,1,0,0,1,0,1240,2490,7350,43
676000,4,2.5,2800,5368,2,0,0,0,1,2800,2790,5368,18
180000,3,1,940,11055,1.5,0,0,1,0,940,1420,9100,62
234000,3,2,1640,5280,1.5,0,0,1,1,1640,1160,7875,111
734200,4,2.5,2760,5000,1.5,0,0,1,0,1680,1850,5000,93
920000,3,3.25,3660,66211,2,0,0,0,1,3660,3660,107153,18
1920000,4,2.5,3070,34412,1,0,1,1,1,2070,3780,27940,71
224000,3,1.75,1100,10125,1,0,0,1,0,1100,1520,10125,52
1400000,3,2.75,3130,19530,1,1,1,0,1,1690,2980,18782,37
185000,3,1,1320,7155,1,0,0,1,1,1320,1070,8100,60
554600,3,1.75,1470,5000,1.5,0,0,1,0,1470,1530,5000,121
268000,3,1.75,1480,8009,1,0,0,0,0,980,1790,7678,41
675000,4,2.25,2260,8715,1,0,0,1,1,1530,2220,8650,45
620000,4,2.25,2210,10039,1,0,0,1,1,1710,2070,10965,54
396450,3,1.75,1540,12446,1,0,0,1,1,1540,1330,11508,54
565000,5,1.75,1910,9720,1,0,0,1,0,1390,1750,9720,66
410000,3,1.75,1760,3520,1,0,0,0,0,1160,1840,5000,55
1190000,4,3,2240,6000,1.5,0,0,1,1,1270,2240,4250,107
716125,3,2.25,2110,7279,1,0,0,1,1,2110,2130,7279,37
225000,2,1,1396,111949,1,0,0,0,0,1396,2020,111949,24
640000,4,2.75,3040,7274,2,0,1,0,1,2320,2830,10080,35
374000,2,1,1140,5650,1,0,1,0,1,980,1220,5700,101
415000,4,2,1780,12161,1,0,0,1,0,1160,1780,8170,71
592500,4,2.5,3370,35150,1,0,0,1,1,1770,2920,41241,28
365000,3,2.5,1484,1761,3,0,0,0,0,1484,1484,4320,18
600000,4,2.5,2230,12753,1,0,0,1,0,1180,1860,12753,40
465000,4,2.5,2820,39413,2,0,0,1,1,2820,2910,39413,32
254999,3,1,1580,7560,1,0,0,1,0,1000,1580,7560,45
279000,4,2.5,2040,8076,2,0,0,0,0,2040,2040,8408,27
460000,3,2.5,2720,40813,2,0,0,0,1,2720,2250,40511,20
507000,4,2.25,1490,956,2,0,0,0,0,1020,1510,1350,16
291000,3,1.75,1560,9788,1,0,0,0,0,1560,1840,11180,57
350000,2,1.5,830,1077,2,0,0,0,0,830,830,1366,15
90000,3,1,980,2490,2,0,0,1,1,980,980,3154,52
329000,3,1.75,1980,7000,1,0,0,1,1,1360,1880,7200,44
909000,4,2.5,3680,11648,2,0,0,0,1,3680,2830,11251,35
187000,2,1,860,5400,1,0,0,1,0,860,960,5400,68
580000,3,1.75,1850,5100,1,0,0,0,0,1020,1850,5100,112
345000,3,2.5,1620,5992,2,0,0,0,0,1620,1620,4644,20
497000,4,2.5,2240,7200,2,0,0,0,1,2240,1860,6600,26
345000,3,1,1010,3060,1.5,0,0,0,1,1010,1330,4590,117
313500,3,1.75,1610,7350,1,0,0,0,1,1610,2120,7350,47
910000,3,2.5,2720,7250,2,0,0,0,1,2720,2870,7250,31
399950,3,1.5,2080,5244,1,0,0,0,0,1190,1850,6982,62
268000,4,2,1930,6600,1,0,0,1,0,1030,1220,6600,54
559000,4,1.75,2250,8458,1,0,0,0,1,1450,1950,7198,67
309000,3,2.25,1980,8755,1,0,0,1,0,1300,2030,8671,58
410000,3,2.5,1960,4400,2,0,0,0,0,1960,2060,4400,15
259000,3,1,1320,8625,1,0,0,1,0,1320,1370,8295,64
950000,5,2,2940,5500,2,0,0,1,1,2340,2940,5500,112
320000,4,1,1460,7200,1.5,0,0,1,0,1460,1690,7357,66
1150000,4,2.5,2330,30122,1,0,1,0,1,1490,2430,6726,70
394250,3,2,2620,10107,1,0,1,0,0,2620,1730,7812,39
315000,1,1,700,3876,1,0,0,0,1,700,1150,3952,111
480000,2,2,1140,12000,1,0,0,0,1,1140,1880,6125,78
556000,3,2.5,2750,35440,2,0,0,0,1,2750,2710,35440,27
450000,3,2.5,2480,5647,2,0,0,0,0,2480,2510,5018,19
420000,3,1.5,1130,5413,1,0,0,0,0,940,1400,7168,75
890000,6,3.75,2770,5000,1,0,0,0,1,1870,1570,2108,52
295000,4,2,1710,8814,1,0,0,1,0,1030,1710,7272,46
410000,4,2.25,2150,27345,2,0,0,1,1,2150,2200,11923,45
308900,3,2.5,2250,7294,2,0,0,0,1,2250,2140,7363,27
1160000,4,2.5,2960,26742,1,0,1,0,1,1480,2500,9460,25
665000,2,2.5,2300,6984,1,0,0,0,1,2300,1820,4950,15
577000,3,1.75,1740,5500,1,0,0,1,0,970,1740,7250,68
959000,3,2.5,2830,3750,3,0,0,0,1,2830,1780,5000,7
471000,2,1.75,1240,6417,1,0,0,1,0,1240,1800,6417,97
560000,3,2.5,2180,7169,2,0,0,0,1,2180,2150,5914,31
955000,5,2.25,2510,9887,2,0,0,0,1,2510,2510,10006,49
1240000,7,5.5,6630,13782,2,0,0,0,1,4930,4470,8639,17
579000,3,2.5,2300,18540,1,0,0,0,1,1800,2460,18540,60
335000,4,2.25,3220,7889,2,0,0,0,1,3220,2120,7651,43
485000,3,2.5,2270,7887,2,0,1,0,1,2270,2550,7133,17
552000,3,2.5,1840,9900,1,0,0,0,1,1840,2730,9900,43
950000,4,3.25,3820,15293,2,0,0,0,1,3820,2790,7142,18
203700,3,2,1660,7958,1,0,0,0,0,1130,1550,7647,38
412000,4,3.5,3360,9767,2,0,0,0,1,2450,2580,8757,31
237500,3,2,1350,8960,1,0,0,1,0,1350,1470,8288,35
866800,4,3.5,2970,5000,2,0,1,0,1,2200,1470,4560,20
425000,3,1,1000,5100,1,0,0,0,0,860,1000,5100,75
200000,3,2,1190,6833,1,0,0,0,0,1190,1540,8000,26
280000,3,1.75,1670,6034,1,0,0,0,0,990,1230,6034,64
140000,3,1.5,1200,2002,2,0,0,0,1,1200,1270,1848,55
370000,5,2.5,2250,10400,1,0,0,0,1,1280,2140,9592,48
550000,2,0.75,1040,4000,1,0,0,0,0,930,1700,4800,112
1410000,2,2.5,3180,9400,2,0,1,1,1,2610,3760,9450,36
1510000,2,2.5,3180,9400,2,0,1,1,1,2610,3760,9450,36
510000,4,1.5,2040,8800,1,0,0,1,0,1020,1490,8800,60
351000,3,1,1160,10518,1,0,0,0,0,1160,1670,9380,61
210000,3,1,880,10800,1,0,0,0,1,880,1100,8820,79
449999,4,1.75,2290,36900,1.5,0,1,1,0,1690,2170,12434,83
137000,3,1,950,7620,1,0,0,0,1,950,1260,7620,67
270000,3,1,1010,14510,1,0,0,1,0,1010,2020,44866,47
540000,3,2.5,3100,100188,1,0,0,1,0,1820,2430,104979,40
565000,5,3,2560,12480,1,0,0,0,1,1590,2500,17299,9
940000,4,1.5,2430,3600,2.5,0,0,0,1,2430,2020,4800,41
385000,2,1,830,26329,1,1,1,1,1,830,2030,27338,93
400000,3,3,2090,7634,1,0,0,0,1,1450,2090,9600,20
365000,3,2,2030,8649,1,0,0,0,0,2030,1760,7200,23
353250,2,1,1060,1600,2,0,0,0,0,1060,1360,3360,42
455000,2,1.5,1090,6750,1,0,0,0,0,950,1640,6750,79
475000,4,3.5,3400,234352,2,0,0,0,1,2500,1300,39639,30
571500,4,1.75,1920,7455,1,0,0,1,0,960,1920,7455,57
441000,2,1,1150,3000,1,0,0,0,1,780,1150,5000,106
810000,6,2.75,3970,9500,1,0,0,1,1,2180,2490,9775,51
550000,3,2.25,1880,11556,2,0,0,0,1,1880,1880,12000,34
736000,2,1,1500,4000,1,0,0,0,1,1100,1980,4000,88
375000,3,1.75,2190,17550,1,0,0,0,0,2190,1700,17550,32
717500,3,2.5,2530,9932,2,0,0,0,1,2530,2140,7950,26
581000,2,1.75,1930,11200,1,0,1,0,1,1430,2840,12408,70
629000,3,2,1510,4560,2,0,0,1,0,1510,1990,5000,26
3800000,3,4.25,5510,35000,2,0,1,0,1,4910,3430,45302,24
225000,3,2,1100,5200,1,0,0,0,1,1100,1050,5330,7
315000,3,2.5,1730,6368,2,0,0,0,0,1730,1780,6597,28
425000,3,2.5,1480,1386,3,0,0,0,1,1480,1470,1593,16
346500,3,1,1150,11802,1,0,0,1,0,1150,1880,6082,63
550000,3,2.25,1950,26500,1,0,0,1,1,1570,2160,12751,56
565000,3,1.75,2380,10450,1,0,0,0,1,1400,2150,9600,44
1000000,4,2,3100,8000,1.5,0,0,1,0,2040,1650,4000,82
400000,2,2,2010,3797,1.5,0,0,0,0,1450,1660,4650,17
724950,4,2,2270,5760,2,0,0,1,1,2270,1420,5760,112
623000,3,1.75,2050,16313,1,0,0,0,1,2050,3180,10264,48
295000,2,1,650,5400,1,0,0,0,1,650,1310,4906,71
700000,4,3.25,2780,7875,2,0,0,0,1,2780,1000,7500,15
482000,2,1.5,1300,1229,2,0,0,0,1,1160,1430,1255,21
770000,3,2.5,2730,11380,2,0,0,0,1,2730,2800,10070,26
310000,4,2.5,3140,22100,1,0,0,1,1,1820,2700,25500,61
720000,4,2.25,2410,8400,2,0,0,1,1,2410,1910,8056,56
355000,3,1,1180,5965,1.5,0,0,1,1,1180,1270,7710,93
512000,4,2.5,2600,4506,2,0,0,0,1,2600,2470,6041,16
303000,2,1.5,1400,1650,3,0,0,0,0,1400,1430,1650,22
299000,5,2.5,2220,9360,1,0,0,1,0,1110,1780,7704,53
285000,3,2.5,1660,6263,2,0,0,0,1,1660,2190,6192,18
680000,3,1.75,2330,9652,1,0,0,1,1,1590,2420,9631,53
285000,4,1.75,1440,6720,1,0,0,1,1,720,1820,6784,67
707000,4,2.25,2920,17023,1,0,0,1,1,1690,2710,10681,44
690000,3,2,1760,6428,1,0,0,1,0,980,1760,6004,79
872000,4,2.25,2860,40284,2,0,0,0,1,2860,2670,92782,38
290000,4,1.75,2090,12750,1,0,0,0,1,1360,2040,12300,54
425000,4,1.75,1910,16785,1,0,0,1,0,1110,1590,9900,40
925000,3,2.75,3280,10558,1,0,1,1,1,2040,3150,9998,42
340500,3,1,1770,12458,1,0,0,0,0,1770,2000,8225,64
365000,2,1,920,6600,1,0,0,1,1,920,1370,5500,111
725000,3,1.75,1690,8489,1,0,0,1,0,1690,1850,8536,62
811000,3,3,2470,7410,2,0,0,1,1,1860,2390,7800,44
299000,3,1,1040,9514,1,0,0,1,0,1040,1040,9514,52
287500,4,2,1220,9147,1,0,0,1,0,1220,1220,8576,68
879950,4,2.25,3500,13875,1,0,1,1,1,1830,2960,15000,83
135900,2,1,760,3800,1,0,0,0,1,760,1220,7410,71
1230000,4,2.25,3070,16028,1,0,1,0,1,1870,3070,19822,45
522500,4,1.75,2100,6480,1,0,0,1,0,1300,1840,7500,74
399500,4,1.5,1660,6617,1,0,0,1,0,1660,950,7440,74
450000,3,1,1430,5960,1.5,0,0,1,0,1430,1140,3960,104
218000,4,1,1620,17500,1,0,0,0,0,1620,2400,17394,59
289999,3,2,1490,9285,1,0,0,0,1,1490,2040,6681,26
540000,2,1,1170,4750,1,0,0,0,1,1170,1170,2023,118
324950,3,1,1240,7500,1,0,0,1,0,1240,1240,9750,45
718500,3,2,2910,6600,2,0,0,1,0,1920,1370,5500,33
495000,3,2,2660,192099,1,0,0,1,1,2660,2570,43561,57
260000,6,2,2220,8797,1,0,0,0,0,2220,1170,5123,44
430000,4,1.5,1920,10000,1,0,0,1,0,1070,1450,10836,67
402500,3,3.25,2780,4002,2,0,0,0,1,2780,1890,4090,12
1420000,4,3,3110,4408,2.5,0,1,1,1,2510,3250,5669,90
275000,3,2.25,1820,9766,1,0,0,1,0,1450,1860,8236,34
250000,3,2.25,1765,7652,2,0,0,0,0,1765,1765,7719,25
665000,3,2.75,1800,9550,1,0,0,1,0,1320,1890,9902,55
425000,3,2.5,2650,144183,1,0,0,0,1,2650,1940,41210,54
760000,2,1,1410,3600,1.5,0,0,1,0,1310,1740,4200,96
447000,3,2.5,1650,3076,2,0,0,0,0,1650,1560,3064,18
205000,3,1,1180,8240,1,0,0,1,0,1180,1180,7840,54
191000,3,1.5,800,8850,1,0,0,1,1,800,820,8775,62
350000,2,1.75,1430,7921,1,0,0,0,0,1430,1290,8040,38
789888,5,3.5,3300,7860,2,0,0,0,1,2410,2540,9920,20
443000,2,1,1220,10170,1,0,0,0,0,980,1990,9064,73
695000,4,3.5,3530,7202,2,0,0,0,1,2660,2810,8100,21
560000,4,2,1380,4048,1.5,0,0,1,0,1380,1440,3956,115
550000,3,1.75,1410,5000,1,0,0,1,0,810,1760,5000,98
850000,2,2.5,3360,6750,2,0,0,0,1,3360,2510,6750,17
352750,4,2.75,2270,24237,1,0,0,1,0,1360,2050,8016,44
550000,4,2.5,2890,9045,2,0,0,0,1,2890,2840,10114,20
774900,5,1,1750,3861,1.5,0,0,0,0,1750,1700,4255,118
250000,3,1,1010,8711,1,0,0,1,1,1010,1250,8053,77
962800,4,2.5,3780,23623,2,0,0,0,1,3780,3370,10210,24
299500,3,1.75,1880,11700,1,0,0,1,0,1880,2230,35200,53
250000,2,1,800,5220,1,0,0,0,1,800,1910,5376,78
745000,5,4,4720,493534,2,0,0,1,1,3960,2160,219542,46
279475,2,1,1060,10600,1.5,0,0,0,1,1060,1560,21344,53
450000,3,2.25,2530,27227,2,0,0,0,1,2530,2160,30192,34
307700,5,2.25,1980,13132,1,0,0,1,0,1260,1880,11325,59
665000,3,1,1650,5102,1,0,0,1,1,1300,1440,5102,68
375000,3,2.75,1890,3930,2,0,0,0,1,1890,2100,4259,22
420000,4,2.5,3360,11637,2,0,0,0,1,3360,3530,11205,31
148000,2,1,630,4200,1,0,0,0,1,630,970,4200,91
707000,3,1.5,1980,4000,2,0,0,0,1,1980,1980,3600,102
399000,3,1,990,4250,1,0,0,1,0,840,990,4500,97
570000,4,2.5,3420,115434,2,0,0,0,1,3420,3250,111513,32
853000,4,2.25,3440,35025,2,0,0,0,1,3440,3210,35005,33
400000,3,1,1300,14138,1,0,0,1,0,1300,2440,12196,78
615000,2,1.75,2040,28593,1.5,1,1,1,0,2040,2040,35124,31
463000,3,1,1250,7700,1,0,0,1,0,1250,1520,7700,66
600000,4,2.5,1960,14242,1,0,1,1,1,1290,2490,10907,63
429000,5,2.5,2720,8120,1,0,0,0,0,1360,2020,8120,51
980000,4,4.25,3250,11780,2,0,0,0,1,2360,1800,9000,20
359500,6,3.75,3190,4700,2,0,0,0,1,3190,2680,5640,18
715000,4,2.5,2570,7980,2,0,0,0,1,2570,2760,6866,23
240000,3,1.75,1420,6984,1,0,0,1,0,980,1430,7875,41
455000,4,2,2120,9442,1,0,0,1,0,1060,1290,9600,53
610000,3,2.5,2080,167270,1,0,0,0,0,2080,2080,55321,21
675000,3,2.75,2740,5735,2,0,0,0,1,2740,2210,5026,17
283500,3,1.75,1250,5375,1,0,0,0,0,1250,1320,6258,36
235000,2,1,2150,4500,1.5,0,0,0,0,1260,1590,5010,104
827000,4,2.5,3230,12100,1,0,0,0,1,1870,2670,10200,44
353000,2,1,860,8511,1,0,0,0,0,860,1554,8499,72
747500,4,2.5,2810,11902,2,0,0,1,1,2810,2990,10754,28
341000,2,1,1040,4000,1,0,0,0,1,1040,1740,4000,107
182000,3,1,1160,18055,1,0,0,0,0,1160,1340,10324,71
250000,3,2,1470,2781,2,0,0,0,1,1470,1360,3008,18
655000,4,3.5,2350,13402,2,0,1,0,1,1670,2250,9474,27
405000,3,2.25,1660,8307,1,0,0,1,1,1660,2510,7800,60
390000,4,1.75,2020,9750,1,0,0,0,0,1100,1670,9600,46
275400,2,1,890,8180,1,0,0,0,0,890,1130,8180,74
791000,3,2.25,2430,5500,2,0,0,0,1,1810,2040,5500,32
424500,3,1.75,1460,7700,1,0,0,0,0,1460,1720,7280,42
430000,3,1,980,7200,1,0,0,1,0,980,1180,6572,71
865000,4,2.5,2580,10631,2,0,1,1,1,2580,4220,10631,29
163000,2,2,1250,7543,1,0,0,0,0,1250,1250,7506,59
920000,4,2.75,3140,9085,1,0,1,1,1,1570,2430,9350,60
1030000,5,3.25,2680,3011,2,0,0,0,1,1870,3440,5165,7
325000,3,1.75,1810,8048,1,0,0,1,0,1290,1550,9081,38
315000,5,2.5,2090,4698,2,0,0,0,0,2090,2070,4698,23
227000,4,1,1120,8763,1,0,0,0,1,1120,1120,8636,50
179000,4,1.75,1790,7175,1.5,0,0,0,1,1410,1790,8417,121
276000,2,1,870,2676,1,0,0,0,0,820,1500,1719,17
335000,4,1.5,3160,19745,1.5,0,0,1,1,1840,1540,8611,53
430000,3,2,2350,12480,1,0,0,0,0,1600,2160,12000,40
266490,3,2.5,1810,4113,2,0,0,0,0,1810,1880,4465,17
655000,4,2.75,3160,8197,1,0,0,0,1,1580,2050,8197,59
635500,3,2,1660,3600,1,0,0,0,0,1000,1700,4356,15
235000,5,2.5,2500,9583,1,0,0,0,0,1300,2120,19352,42
885000,3,2.5,2880,11443,2,0,0,1,1,2880,2840,12530,35
352500,3,1,1470,8400,1,0,0,1,0,1470,1470,8400,68
450000,3,2.5,1460,7573,2,0,0,0,1,1460,1910,7668,38
3640000,5,6,5490,19897,2,0,0,0,1,5490,2910,17600,16
1050000,3,2.25,2480,15022,1,0,1,0,1,1330,2500,8178,18
476000,2,2.25,1140,1332,3,0,0,0,1,1140,1140,1267,22
375000,3,2.5,1830,13042,2,0,0,0,1,1830,1940,6996,31
600600,4,3.5,3110,6829,2,0,0,0,1,3110,2910,7425,7
567000,4,1.75,2630,11213,1,0,1,1,1,1430,2240,15186,73
650000,4,1.75,2390,12000,1,0,0,0,1,1470,2110,12000,42
190000,5,2,1750,10284,1,0,0,1,0,1750,1560,9010,78
858000,4,3.5,4370,422967,1,0,1,1,1,2580,3260,422967,43
435500,1,1.75,1020,4512,1,0,0,0,0,770,1230,5029,84
685000,3,2,2500,6733,1,0,0,0,1,1770,1770,6343,42
252000,3,2,1540,7210,2,0,0,1,0,1540,1500,7210,37
512500,4,2.25,2200,6900,2,0,0,1,1,2200,2400,6900,46
423800,3,2.5,1940,7415,2,0,0,0,1,1940,1940,8425,56
460000,3,2.25,1453,2225,2,0,0,1,1,1453,1860,2526,35
434000,3,2.75,1830,3200,2,0,0,0,1,1830,2030,3331,30
244000,3,1,2000,15900,1,0,0,0,1,1000,1760,10500,73
348125,3,1,1400,8451,1.5,0,0,0,0,1400,1590,8433,68
585000,4,3.25,2400,29252,2,0,0,1,1,2400,2280,45000,39
230000,3,1,1390,16000,1,0,0,1,1,1390,1420,10000,61
450000,3,2,1680,11250,1,0,0,1,1,1680,1760,12160,54
393000,5,2,1820,5054,1,0,0,1,0,910,1180,5628,51
517000,2,1,1140,3750,1,0,0,1,0,1140,1660,4000,96
400000,3,1,1060,12690,1,0,0,0,0,1060,1920,10200,52
890000,2,1.75,3050,50965,2,0,0,0,1,3050,3050,40107,30
205950,3,1,970,11963,1,0,0,1,1,970,1210,11963,51
209000,3,1,1320,3954,1.5,0,0,0,1,1320,1270,5184,7
430000,4,1.75,1890,6000,1,0,0,1,1,1110,1560,6356,74
534000,4,1.75,2040,2750,1.5,0,0,1,1,1260,1940,3750,95
735000,4,3,2370,3672,1.5,0,0,1,0,1650,2140,4182,105
873000,3,2.25,2720,54450,2,0,0,0,1,2720,3170,60548,24
475000,4,2.25,1970,7532,1,0,0,0,1,1390,1970,8248,38
325000,3,1.75,2180,10230,1,0,0,1,0,1090,2130,7200,60
500000,3,2.25,2990,216057,2,0,0,0,1,2990,2840,215622,27
279000,4,2.75,2180,8475,1,0,0,1,0,1330,1500,7140,34
350000,3,2,1440,5469,1,0,0,0,1,1440,1980,6198,33
660000,4,2.25,3180,13653,2,0,0,0,1,3180,2910,12350,43
324950,2,1.5,1643,14616,1,0,1,1,0,1643,2270,9940,67
500000,4,2,1530,7816,1,0,0,0,0,1530,1480,7816,66
187300,2,1,1310,7697,1,0,0,0,1,850,1270,6410,71
345600,5,3.5,2800,5120,2.5,0,0,0,1,2800,1780,5120,16
400000,3,1.5,1510,7642,1,0,0,0,0,1510,2180,8357,62
935000,5,3,2700,5001,2,0,0,0,1,2700,1610,5191,12
374000,4,1.75,2220,15600,1,0,0,1,0,1140,1670,4800,58
328000,3,1.75,1440,45302,2,0,0,0,0,1440,2080,49658,44
257500,3,2,1300,9334,1,0,0,1,0,1300,2210,9636,40
1000000,4,2.5,2230,3600,2,0,0,1,1,1630,2410,4800,115
216500,2,1.75,1390,4482,1,0,0,1,1,1390,1390,4680,41
